Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory
"fused_add_10_kernel0",541912244,32193,256,1,1,1024,1,1,32,0,0
"fused_nn_conv2d_add_nn_relu_7_kernel0",541945301,1331180,4,28,32,28,1,8,71,5004,0
"fused_nn_max_pool2d_add_nn_relu_kernel0",543277473,93318,3136,1,1,1024,1,1,18,0,0
"fused_nn_conv2d_add_nn_relu_6_kernel0",543371687,546463,1,28,16,56,1,2,200,2816,0
"fused_nn_conv2d_kernel0",543919046,84613,1,28,16,56,1,2,128,2816,0
"fused_nn_conv2d_add_3_kernel0",544004459,553312,1,28,16,56,1,2,200,2816,0
"fused_add_nn_relu_3_kernel0",544558667,36994,256,1,1,1024,1,1,32,0,0
"fused_nn_conv2d_add_nn_relu_6_kernel0",544596589,528670,1,28,16,56,1,2,200,2816,0
"fused_nn_conv2d_add_add_nn_relu_2_kernel0",545126123,557632,1,28,16,56,1,2,200,2816,0
"fused_nn_conv2d_add_nn_relu_5_kernel0",545684587,612035,1,4,32,28,1,8,255,24928,0
"fused_nn_conv2d_1_kernel0",546297582,87941,1,4,32,28,1,8,168,24928,0
"fused_nn_conv2d_add_2_kernel0",546386547,765323,1,7,32,14,1,8,178,5632,0
"fused_add_nn_relu_2_kernel0",547152831,18209,256,1,1,1024,1,1,30,0,0
"fused_nn_conv2d_add_nn_relu_4_kernel0",547172000,759467,1,7,32,14,1,8,178,5632,0
"fused_nn_conv2d_add_add_nn_relu_1_kernel0",547932363,765260,1,7,32,14,1,8,178,5632,0
"fused_nn_conv2d_add_nn_relu_3_kernel0",548698583,896083,1,2,64,14,1,8,231,13280,0
"fused_nn_conv2d_2_kernel0",549596074,74756,1,2,64,14,1,8,168,13280,0
"fused_nn_conv2d_add_1_kernel0",549671822,620196,1,2,64,14,1,8,168,5184,0
"fused_add_nn_relu_1_kernel0",550292882,9600,256,1,1,1024,1,1,19,0,0
"fused_nn_conv2d_add_nn_relu_2_kernel0",550303442,620356,1,2,64,14,1,8,168,5184,0
"fused_nn_conv2d_add_add_nn_relu_kernel0",550924662,618467,1,2,64,14,1,8,168,5184,0
"fused_nn_conv2d_add_nn_relu_1_kernel0",551543993,878866,1,1,128,7,1,8,255,7456,0
"fused_nn_conv2d_3_kernel0",552423787,113159,1,1,128,7,1,8,168,7456,0
"fused_nn_conv2d_add_kernel0",552537874,1250503,1,1,256,7,1,4,128,1296,0
"fused_add_nn_relu_kernel0",553789337,6113,256,1,1,1024,1,1,16,0,0
"fused_nn_conv2d_add_nn_relu_kernel0",553796314,1250247,1,1,256,7,1,4,128,1296,0
"fused_nn_conv2d_add_multiply_add_nn_relu_kernel0",555047521,1250599,1,1,256,7,1,4,128,1296,0
"fused_nn_global_avg_pool2d_kernel0",556299144,7265,64,2,1,8,8,1,30,0,0
"fused_nn_batch_flatten_kernel0",556307369,4032,8,1,1,1024,1,1,16,0,0
"fused_nn_dense_add_kernel0",556312361,33826,1000,16,1,64,1,1,27,260,0
"fused_nn_softmax_kernel0",556346955,19649,16,1,1,32,1,1,56,0,0
