Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory
"fused_add_10_kernel0",554291693,50462,256,1,1,1024,1,1,32,0,0
"fused_nn_conv2d_add_nn_relu_7_kernel0",554343147,6245800,4,28,32,28,1,8,71,5004,0
"fused_nn_max_pool2d_add_nn_relu_kernel0",560589811,207099,3136,1,1,1024,1,1,18,0,0
"fused_nn_conv2d_add_nn_relu_6_kernel0",560797742,2510403,1,28,16,56,1,2,200,2816,0
"fused_nn_conv2d_kernel0",563309201,290073,1,28,16,56,1,2,128,2816,0
"fused_nn_conv2d_add_3_kernel0",563600202,2535362,1,28,16,56,1,2,200,2816,0
"fused_add_nn_relu_3_kernel0",566136620,63455,256,1,1,1024,1,1,32,0,0
"fused_nn_conv2d_add_nn_relu_6_kernel0",566201099,2484131,1,28,16,56,1,2,200,2816,0
"fused_nn_conv2d_add_add_nn_relu_2_kernel0",568686094,2555874,1,28,16,56,1,2,200,2816,0
"fused_nn_conv2d_add_nn_relu_5_kernel0",571242960,2360807,1,4,32,28,1,8,255,24928,0
"fused_nn_conv2d_1_kernel0",573604631,294680,1,4,32,28,1,8,168,24928,0
"fused_nn_conv2d_add_2_kernel0",573900367,2688735,1,7,32,14,1,8,178,5632,0
"fused_add_nn_relu_2_kernel0",576590158,36255,256,1,1,1024,1,1,30,0,0
"fused_nn_conv2d_add_nn_relu_4_kernel0",576627245,2632960,1,7,32,14,1,8,178,5632,0
"fused_nn_conv2d_add_add_nn_relu_1_kernel0",579261197,2678847,1,7,32,14,1,8,178,5632,0
"fused_nn_conv2d_add_nn_relu_3_kernel0",581940908,3517290,1,2,64,14,1,8,231,13280,0
"fused_nn_conv2d_2_kernel0",585459126,255930,1,2,64,14,1,8,168,13280,0
"fused_nn_conv2d_add_1_kernel0",585716016,2366214,1,2,64,14,1,8,168,5184,0
"fused_add_nn_relu_1_kernel0",588083190,20448,256,1,1,1024,1,1,19,0,0
"fused_nn_conv2d_add_nn_relu_2_kernel0",588104438,2368710,1,2,64,14,1,8,168,5184,0
"fused_nn_conv2d_add_add_nn_relu_kernel0",590473980,2359847,1,2,64,14,1,8,168,5184,0
"fused_nn_conv2d_add_nn_relu_1_kernel0",592834723,2496131,1,1,128,7,1,8,255,7456,0
"fused_nn_conv2d_3_kernel0",595331910,320408,1,1,128,7,1,8,168,7456,0
"fused_nn_conv2d_add_kernel0",595653182,2715966,1,1,256,7,1,4,128,1296,0
"fused_add_nn_relu_kernel0",598370012,12512,256,1,1,1024,1,1,16,0,0
"fused_nn_conv2d_add_nn_relu_kernel0",598383484,2720542,1,1,256,7,1,4,128,1296,0
"fused_nn_conv2d_add_multiply_add_nn_relu_kernel0",601105082,2715358,1,1,256,7,1,4,128,1296,0
"fused_nn_global_avg_pool2d_kernel0",603821368,15743,64,2,1,8,8,1,30,0,0
"fused_nn_batch_flatten_kernel0",603838103,4064,8,1,1,1024,1,1,16,0,0
"fused_nn_dense_add_kernel0",603843159,73342,1000,16,1,64,1,1,27,260,0
"fused_nn_softmax_kernel0",603917333,20128,16,1,1,32,1,1,56,0,0
