Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory
fused_add_10_kernel0,511609358,33282,256,1,1,1024,1,1,32,0,0
fused_nn_conv2d_add_nn_relu_7_kernel0,511643472,2550270,4,28,32,28,1,8,71,5004,0
fused_nn_max_pool2d_add_nn_relu_kernel0,514194638,108905,3136,1,1,1024,1,1,18,0,0
fused_nn_conv2d_add_nn_relu_6_kernel0,514304407,1047598,1,28,16,56,1,2,200,2816,0
fused_nn_conv2d_kernel0,515352997,132394,1,28,16,56,1,2,128,2816,0
fused_nn_conv2d_add_3_kernel0,515486159,1060271,1,28,16,56,1,2,200,2816,0
fused_add_nn_relu_3_kernel0,516547454,39299,256,1,1,1024,1,1,32,0,0
fused_nn_conv2d_add_nn_relu_6_kernel0,516587681,1028909,1,28,16,56,1,2,200,2816,0
fused_nn_conv2d_add_add_nn_relu_2_kernel0,517617582,1056463,1,28,16,56,1,2,200,2816,0
fused_nn_conv2d_add_nn_relu_5_kernel0,518674877,1180120,1,4,32,28,1,8,255,24928,0
fused_nn_conv2d_1_kernel0,519856053,151947,1,4,32,28,1,8,168,24928,0
fused_nn_conv2d_add_2_kernel0,520008832,1144277,1,7,32,14,1,8,178,5632,0
fused_add_nn_relu_2_kernel0,521154166,19553,256,1,1,1024,1,1,30,0,0
fused_nn_conv2d_add_nn_relu_4_kernel0,521174519,1132853,1,7,32,14,1,8,178,5632,0
fused_nn_conv2d_add_add_nn_relu_1_kernel0,522308300,1142805,1,7,32,14,1,8,178,5632,0
fused_nn_conv2d_add_nn_relu_3_kernel0,523452033,1728769,1,2,64,14,1,8,231,13280,0
fused_nn_conv2d_2_kernel0,525181634,129482,1,2,64,14,1,8,168,13280,0
fused_nn_conv2d_add_1_kernel0,525311980,1253725,1,2,64,14,1,8,168,5184,0
fused_add_nn_relu_1_kernel0,526566697,11585,256,1,1,1024,1,1,19,0,0
fused_nn_conv2d_add_nn_relu_2_kernel0,526579274,1246205,1,2,64,14,1,8,168,5184,0
fused_nn_conv2d_add_add_nn_relu_kernel0,527826343,1248029,1,2,64,14,1,8,168,5184,0
fused_nn_conv2d_add_nn_relu_1_kernel0,529075396,1203354,1,1,128,7,1,8,255,7456,0
fused_nn_conv2d_3_kernel0,530279838,140363,1,1,128,7,1,8,168,7456,0
fused_nn_conv2d_add_kernel0,530421065,1418090,1,1,256,7,1,4,128,1296,0
fused_add_nn_relu_kernel0,531840019,8544,256,1,1,1024,1,1,16,0,0
fused_nn_conv2d_add_nn_relu_kernel0,531849395,1425226,1,1,256,7,1,4,128,1296,0
fused_nn_conv2d_add_multiply_add_nn_relu_kernel0,533275518,1431435,1,1,256,7,1,4,128,1296,0
fused_nn_global_avg_pool2d_kernel0,534707849,10144,64,2,1,8,8,1,30,0,0
fused_nn_batch_flatten_kernel0,534718953,4065,8,1,1,1024,1,1,16,0,0
fused_nn_dense_add_kernel0,534724010,34178,1000,16,1,64,1,1,27,260,0
fused_nn_softmax_kernel0,534759244,20034,16,1,1,32,1,1,56,0,0
,23169920,,,,,,,,,,
