==55907== NVPROF is profiling process 55907, command: ./demo 2
==55907== Profiling application: ./demo 2
==55907== Profiling result:
==55907== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-32GB (2)","fused_nn_contrib_conv2d_winograd_without_weight_transform_add_kernel1",2,"sm_efficiency","Multiprocessor Activity",38.631038%,39.048452%,38.839745%
"Tesla V100-SXM2-32GB (2)","fused_nn_contrib_conv2d_winograd_without_weight_transform_add_kernel2",2,"sm_efficiency","Multiprocessor Activity",23.564496%,24.937363%,24.250929%
"Tesla V100-SXM2-32GB (2)","fused_nn_global_avg_pool2d_kernel0",2,"sm_efficiency","Multiprocessor Activity",17.154794%,22.456175%,19.805485%
"Tesla V100-SXM2-32GB (2)","fused_nn_softmax_kernel0",2,"sm_efficiency","Multiprocessor Activity",0.858994%,1.022645%,0.940820%
"Tesla V100-SXM2-32GB (2)","fused_add_10_kernel0",2,"sm_efficiency","Multiprocessor Activity",22.854043%,25.881210%,24.367626%
"Tesla V100-SXM2-32GB (2)","fused_nn_conv2d_add_nn_relu_1_kernel0",2,"sm_efficiency","Multiprocessor Activity",34.376171%,34.471787%,34.423979%
"Tesla V100-SXM2-32GB (2)","fused_nn_conv2d_add_nn_relu_2_kernel0",2,"sm_efficiency","Multiprocessor Activity",44.691999%,44.749847%,44.720923%
"Tesla V100-SXM2-32GB (2)","fused_nn_contrib_conv2d_winograd_without_weight_transform_add_nn_relu_1_kernel0",2,"sm_efficiency","Multiprocessor Activity",24.787090%,24.950559%,24.868825%
"Tesla V100-SXM2-32GB (2)","fused_nn_conv2d_add_nn_relu_3_kernel0",2,"sm_efficiency","Multiprocessor Activity",44.216979%,44.596714%,44.406846%
"Tesla V100-SXM2-32GB (2)","fused_nn_contrib_conv2d_winograd_without_weight_transform_add_nn_relu_2_kernel0",2,"sm_efficiency","Multiprocessor Activity",23.109744%,28.370862%,25.740303%
"Tesla V100-SXM2-32GB (2)","fused_nn_contrib_conv2d_winograd_without_weight_transform_add_nn_relu_1_kernel1",2,"sm_efficiency","Multiprocessor Activity",44.828693%,45.118165%,44.973429%
"Tesla V100-SXM2-32GB (2)","fused_nn_contrib_conv2d_winograd_without_weight_transform_add_nn_relu_3_kernel0",4,"sm_efficiency","Multiprocessor Activity",24.680233%,35.478980%,32.762128%
"Tesla V100-SXM2-32GB (2)","fused_nn_contrib_conv2d_winograd_without_weight_transform_add_nn_relu_2_kernel1",2,"sm_efficiency","Multiprocessor Activity",36.894989%,37.463736%,37.179363%
"Tesla V100-SXM2-32GB (2)","fused_nn_contrib_conv2d_winograd_without_weight_transform_add_nn_relu_1_kernel2",2,"sm_efficiency","Multiprocessor Activity",23.011954%,24.239041%,23.625497%
"Tesla V100-SXM2-32GB (2)","fused_nn_contrib_conv2d_winograd_without_weight_transform_add_nn_relu_3_kernel1",4,"sm_efficiency","Multiprocessor Activity",37.882499%,39.575260%,38.539028%
"Tesla V100-SXM2-32GB (2)","fused_nn_contrib_conv2d_winograd_without_weight_transform_add_nn_relu_2_kernel2",2,"sm_efficiency","Multiprocessor Activity",24.974971%,32.393431%,28.684201%
"Tesla V100-SXM2-32GB (2)","fused_nn_contrib_conv2d_winograd_without_weight_transform_add_nn_relu_3_kernel2",4,"sm_efficiency","Multiprocessor Activity",26.751074%,32.175766%,29.651837%
"Tesla V100-SXM2-32GB (2)","fused_nn_contrib_conv2d_winograd_without_weight_transform_add_multiply_add_nn_re_11882905421691233276__kernel0",2,"sm_efficiency","Multiprocessor Activity",15.791164%,24.055695%,19.923429%
"Tesla V100-SXM2-32GB (2)","fused_nn_conv2d_add_nn_relu_kernel0",2,"sm_efficiency","Multiprocessor Activity",44.678163%,44.830864%,44.754513%
"Tesla V100-SXM2-32GB (2)","fused_nn_contrib_conv2d_winograd_without_weight_transform_add_multiply_add_nn_re_11882905421691233276__kernel1",2,"sm_efficiency","Multiprocessor Activity",38.702997%,39.310649%,39.006823%
"Tesla V100-SXM2-32GB (2)","fused_nn_contrib_conv2d_winograd_without_weight_transform_add_multiply_add_nn_re_11882905421691233276__kernel2",2,"sm_efficiency","Multiprocessor Activity",20.779889%,25.050998%,22.915444%
