Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory
fused_add_10_kernel0,544538848,20736,256,1,1,1024,1,1,18,0,0
fused_nn_conv2d_add_nn_relu_7_kernel0,544564703,1587983,4,28,8,28,1,8,71,5004,0
fused_nn_max_pool2d_add_nn_relu_kernel0,546153550,57216,784,1,1,1024,1,1,18,0,0
fused_nn_conv2d_add_nn_relu_6_kernel0,546211662,703032,1,28,4,56,1,2,200,2816,0
fused_nn_conv2d_kernel0,546915654,87135,1,28,4,56,1,2,128,2816,0
fused_nn_conv2d_add_3_kernel0,547003621,708056,1,28,4,56,1,2,200,2816,0
fused_add_nn_relu_3_kernel0,547712733,20704,256,1,1,1024,1,1,19,0,0
fused_nn_conv2d_add_nn_relu_6_kernel0,547734301,684504,1,28,4,56,1,2,200,2816,0
fused_nn_conv2d_add_add_nn_relu_2_kernel0,548419797,708440,1,28,4,56,1,2,200,2816,0
fused_nn_conv2d_add_nn_relu_5_kernel0,549129325,607257,1,4,8,28,1,8,255,24928,0
fused_nn_conv2d_1_kernel0,549737638,79487,1,4,8,28,1,8,168,24928,0
fused_nn_conv2d_add_2_kernel0,549818085,762200,1,7,8,14,1,8,178,5632,0
fused_add_nn_relu_2_kernel0,550581341,12384,256,1,1,1024,1,1,16,0,0
fused_nn_conv2d_add_nn_relu_4_kernel0,550594621,764599,1,7,8,14,1,8,178,5632,0
fused_nn_conv2d_add_add_nn_relu_1_kernel0,551360116,766264,1,7,8,14,1,8,178,5632,0
fused_nn_conv2d_add_nn_relu_3_kernel0,552127372,892438,1,2,16,14,1,8,231,13280,0
fused_nn_conv2d_2_kernel0,553020770,75551,1,2,16,14,1,8,168,13280,0
fused_nn_conv2d_add_1_kernel0,553097249,615129,1,2,16,14,1,8,168,5184,0
fused_add_nn_relu_1_kernel0,553713498,8928,196,1,1,1024,1,1,16,0,0
fused_nn_conv2d_add_nn_relu_2_kernel0,553723322,614617,1,2,16,14,1,8,168,5184,0
fused_nn_conv2d_add_add_nn_relu_kernel0,554338771,613913,1,2,16,14,1,8,168,5184,0
fused_nn_conv2d_add_nn_relu_1_kernel0,554953708,868951,1,1,32,7,1,8,255,7456,0
fused_nn_conv2d_3_kernel0,555823747,103903,1,1,32,7,1,8,168,7456,0
fused_nn_conv2d_add_kernel0,555928578,1360689,1,1,64,7,1,4,128,1296,0
fused_add_nn_relu_kernel0,557290355,6784,98,1,1,1024,1,1,16,0,0
fused_nn_conv2d_add_nn_relu_kernel0,557298035,1358448,1,1,64,7,1,4,128,1296,0
fused_nn_conv2d_add_multiply_add_nn_relu_kernel0,558657571,1356274,1,1,64,7,1,4,128,1296,0
fused_nn_global_avg_pool2d_kernel0,560014933,6560,64,1,1,8,8,1,32,0,0
fused_nn_batch_flatten_kernel0,560022453,3808,2,1,1,1024,1,1,16,0,0
fused_nn_dense_add_kernel0,560027317,21823,1000,4,1,64,1,1,27,260,0
fused_nn_softmax_kernel0,560050196,19968,4,1,1,32,1,1,56,0,0
,15531316,,,,,,,,,,
