Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory
"fused_add_10_kernel0",927878118,115864,32,1,1,1024,1,1,32,0,0
"fused_nn_conv2d_add_nn_relu_7_kernel0",927997184,10475896,32,1,1,28,1,8,95,10008,0
"fused_nn_max_pool2d_add_nn_relu_kernel0",938475418,407604,32,1,1,1024,1,1,26,0,0
"fused_nn_conv2d_add_nn_relu_6_kernel0",938888946,4293284,32,1,1,56,1,2,254,5632,0
"fused_nn_conv2d_kernel0",943184888,659409,32,1,1,56,1,2,127,5632,0
"fused_nn_conv2d_add_3_kernel0",943846154,3717330,32,1,1,56,1,2,240,5632,0
"fused_add_nn_relu_3_kernel0",947565982,111188,32,1,1,1024,1,1,26,0,0
"fused_nn_conv2d_add_nn_relu_6_kernel0",947679380,3679957,32,1,1,56,1,2,254,5632,0
"fused_nn_conv2d_add_add_nn_relu_2_kernel0",951361771,147215,32,1,1,56,1,2,206,2816,0
"fused_nn_conv2d_add_nn_relu_5_kernel0",951512125,3202,32,1,1,28,1,8,16,0,0
"fused_nn_conv2d_1_kernel0",951518241,3395,32,1,1,28,1,8,16,0,0
"fused_nn_conv2d_add_2_kernel0",951526920,3804403,32,1,1,14,1,8,254,11264,0
"fused_add_nn_relu_2_kernel0",955334526,41791,32,1,1,1024,1,1,32,0,0
"fused_nn_conv2d_add_nn_relu_4_kernel0",955382434,3769465,32,1,1,14,1,8,254,11264,0
"fused_nn_conv2d_add_add_nn_relu_1_kernel0",959153629,292796,32,1,1,14,1,8,178,5632,0
"fused_nn_conv2d_add_nn_relu_3_kernel0",959448122,4073535,32,1,1,14,1,8,255,26560,0
"fused_nn_conv2d_2_kernel0",963524635,328312,32,1,1,14,1,8,234,26560,0
"fused_nn_conv2d_add_1_kernel0",963855892,4695380,32,1,1,14,1,8,254,10368,0
"fused_add_nn_relu_1_kernel0",968553994,25459,32,1,1,1024,1,1,32,0,0
"fused_nn_conv2d_add_nn_relu_2_kernel0",968582591,4920862,32,1,1,14,1,8,254,10368,0
"fused_nn_conv2d_add_add_nn_relu_kernel0",973507360,3398881,32,1,1,14,1,8,254,10368,0
"fused_nn_conv2d_add_nn_relu_1_kernel0",976908995,5033618,32,1,1,7,1,8,255,14912,0
"fused_nn_conv2d_3_kernel0",981944983,547101,32,1,1,7,1,8,168,14912,0
"fused_nn_conv2d_add_kernel0",982494357,13243743,32,1,1,7,1,4,168,2592,0
"fused_add_nn_relu_kernel0",995740662,14443,32,1,1,1024,1,1,30,0,0
"fused_nn_conv2d_add_nn_relu_kernel0",995756994,13018837,32,1,1,7,1,4,168,2592,0
"fused_nn_conv2d_add_multiply_add_nn_relu_kernel0",1008778777,12983450,32,1,1,7,1,4,168,2592,0
"fused_nn_global_avg_pool2d_kernel0",1021762932,26708,32,1,1,8,8,1,31,0,0
"fused_nn_batch_flatten_kernel0",1021790441,3458,16,1,1,1024,1,1,30,0,0
"fused_nn_dense_add_kernel0",1021794700,730151,32,1,1,64,1,1,32,520,0
"fused_nn_softmax_kernel0",1022525715,10216,32,1,1,32,1,1,96,0,0
