Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory
"fused_add_10_kernel0",1030358481,115836,32,1,1,1024,1,1,32,0,0
"fused_nn_conv2d_add_nn_relu_7_kernel0",1030477423,10496911,32,1,1,28,1,8,95,10008,0
"fused_nn_max_pool2d_add_nn_relu_kernel0",1040975838,395792,32,1,1,1024,1,1,26,0,0
"fused_nn_conv2d_add_nn_relu_6_kernel0",1041380850,4302857,32,1,1,56,1,2,254,5632,0
"fused_nn_conv2d_kernel0",1045686556,659961,32,1,1,56,1,2,127,5632,0
"fused_nn_conv2d_add_3_kernel0",1046349943,3723386,32,1,1,56,1,2,240,5632,0
"fused_add_nn_relu_3_kernel0",1050079284,108890,32,1,1,1024,1,1,26,0,0
"fused_nn_conv2d_add_nn_relu_6_kernel0",1050190447,3665147,32,1,1,56,1,2,254,5632,0
"fused_nn_conv2d_add_add_nn_relu_2_kernel0",1053858411,146989,32,1,1,56,1,2,206,2816,0
"fused_nn_conv2d_add_nn_relu_5_kernel0",1054007609,3042,32,1,1,28,1,8,16,0,0
"fused_nn_conv2d_1_kernel0",1054013789,3458,32,1,1,28,1,8,16,0,0
"fused_nn_conv2d_add_2_kernel0",1054022529,3818668,32,1,1,14,1,8,254,11264,0
"fused_add_nn_relu_2_kernel0",1057842830,42294,32,1,1,1024,1,1,32,0,0
"fused_nn_conv2d_add_nn_relu_4_kernel0",1057890535,3788796,32,1,1,14,1,8,254,11264,0
"fused_nn_conv2d_add_add_nn_relu_1_kernel0",1061681380,294138,32,1,1,14,1,8,178,5632,0
"fused_nn_conv2d_add_nn_relu_3_kernel0",1061978592,4040320,32,1,1,14,1,8,255,26560,0
"fused_nn_conv2d_2_kernel0",1066021505,312227,32,1,1,14,1,8,234,26560,0
"fused_nn_conv2d_add_1_kernel0",1066335781,4726471,32,1,1,14,1,8,254,10368,0
"fused_add_nn_relu_1_kernel0",1071066862,24525,32,1,1,1024,1,1,32,0,0
"fused_nn_conv2d_add_nn_relu_2_kernel0",1071095773,4940854,32,1,1,14,1,8,254,10368,0
"fused_nn_conv2d_add_add_nn_relu_kernel0",1076038965,3411255,32,1,1,14,1,8,254,10368,0
"fused_nn_conv2d_add_nn_relu_1_kernel0",1079454478,5036456,32,1,1,7,1,8,255,14912,0
"fused_nn_conv2d_3_kernel0",1084493111,544285,32,1,1,7,1,8,168,14912,0
"fused_nn_conv2d_add_kernel0",1085039765,13221342,32,1,1,7,1,4,168,2592,0
"fused_add_nn_relu_kernel0",1098263412,14856,32,1,1,1024,1,1,30,0,0
"fused_nn_conv2d_add_nn_relu_kernel0",1098280702,13191470,32,1,1,7,1,4,168,2592,0
"fused_nn_conv2d_add_multiply_add_nn_relu_kernel0",1111474798,13170083,32,1,1,7,1,4,168,2592,0
"fused_nn_global_avg_pool2d_kernel0",1124645618,26573,32,1,1,8,8,1,31,0,0
"fused_nn_batch_flatten_kernel0",1124673024,3522,16,1,1,1024,1,1,30,0,0
"fused_nn_dense_add_kernel0",1124677346,732191,32,1,1,64,1,1,32,520,0
"fused_nn_softmax_kernel0",1125410273,10246,32,1,1,32,1,1,96,0,0
