Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory
"fused_add_10_kernel0",1286928576,109511,256,1,1,1024,1,1,32,0,0
"fused_nn_conv2d_add_nn_relu_7_kernel0",1287039239,6338995,4,28,64,28,1,8,95,10008,0
"fused_nn_max_pool2d_add_nn_relu_kernel0",1293379355,354838,6272,1,1,1024,1,1,26,0,0
"fused_nn_conv2d_add_nn_relu_6_kernel0",1293734961,2031618,1,28,32,56,1,2,254,5632,0
"fused_nn_conv2d_kernel0",1295767347,242127,1,28,32,56,1,2,127,5632,0
"fused_nn_conv2d_add_3_kernel0",1296010434,2070084,1,28,32,56,1,2,240,5632,0
"fused_add_nn_relu_3_kernel0",1298083526,133737,256,1,1,1024,1,1,26,0,0
"fused_nn_conv2d_add_nn_relu_6_kernel0",1298218031,2027009,1,28,32,56,1,2,254,5632,0
"fused_nn_conv2d_add_add_nn_relu_2_kernel0",1300245904,2090181,1,28,32,56,1,2,206,2816,0
"fused_nn_conv2d_add_nn_relu_5_kernel0",1302337397,3616,1,4,64,28,1,8,16,0,0
"fused_nn_conv2d_1_kernel0",1302341877,3233,1,4,64,28,1,8,16,0,0
"fused_nn_conv2d_add_2_kernel0",1302345878,2231726,1,7,64,14,1,8,254,11264,0
"fused_add_nn_relu_2_kernel0",1304579492,40930,256,1,1,1024,1,1,32,0,0
"fused_nn_conv2d_add_nn_relu_4_kernel0",1304621286,2240303,1,7,64,14,1,8,254,11264,0
"fused_nn_conv2d_add_add_nn_relu_1_kernel0",1306862389,2203949,1,7,64,14,1,8,178,5632,0
"fused_nn_conv2d_add_nn_relu_3_kernel0",1309067266,2663722,1,2,128,14,1,8,255,26560,0
"fused_nn_conv2d_2_kernel0",1311732204,240239,1,2,128,14,1,8,234,26560,0
"fused_nn_conv2d_add_1_kernel0",1311973243,3056195,1,2,128,14,1,8,254,10368,0
"fused_add_nn_relu_1_kernel0",1315030686,21281,256,1,1,1024,1,1,32,0,0
"fused_nn_conv2d_add_nn_relu_2_kernel0",1315052735,3027777,1,2,128,14,1,8,254,10368,0
"fused_nn_conv2d_add_add_nn_relu_kernel0",1318081696,3125383,1,2,128,14,1,8,254,10368,0
"fused_nn_conv2d_add_nn_relu_1_kernel0",1321208231,2827540,1,1,256,7,1,8,255,14912,0
"fused_nn_conv2d_3_kernel0",1324036699,291283,1,1,256,7,1,8,168,14912,0
"fused_nn_conv2d_add_kernel0",1324328974,3983902,1,1,512,7,1,4,168,2592,0
"fused_add_nn_relu_kernel0",1328313708,12704,256,1,1,1024,1,1,30,0,0
"fused_nn_conv2d_add_nn_relu_kernel0",1328327341,3170506,1,1,512,7,1,4,168,2592,0
"fused_nn_conv2d_add_multiply_add_nn_relu_kernel0",1331498711,4111365,1,1,512,7,1,4,168,2592,0
"fused_nn_global_avg_pool2d_kernel0",1335611036,15778,64,4,1,8,8,1,31,0,0
"fused_nn_batch_flatten_kernel0",1335627710,4192,16,1,1,1024,1,1,30,0,0
"fused_nn_dense_add_kernel0",1335632862,67236,1000,32,1,64,1,1,32,520,0
"fused_nn_softmax_kernel0",1335700930,21153,32,1,1,32,1,1,96,0,0
