Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory
"fused_add_10_kernel0",1261631649,108751,256,1,1,1024,1,1,32,0,0
"fused_nn_conv2d_add_nn_relu_7_kernel0",1261741199,8061698,4,28,64,28,1,8,95,10008,0
"fused_nn_max_pool2d_add_nn_relu_kernel0",1269804561,370275,6272,1,1,1024,1,1,26,0,0
"fused_nn_conv2d_add_nn_relu_6_kernel0",1270175859,2452873,1,28,32,56,1,2,254,5632,0
"fused_nn_conv2d_kernel0",1272629659,293808,1,28,32,56,1,2,127,5632,0
"fused_nn_conv2d_add_3_kernel0",1272924362,2505248,1,28,32,56,1,2,240,5632,0
"fused_add_nn_relu_3_kernel0",1275430857,120396,256,1,1,1024,1,1,26,0,0
"fused_nn_conv2d_add_nn_relu_6_kernel0",1275552341,2456647,1,28,32,56,1,2,254,5632,0
"fused_nn_conv2d_add_add_nn_relu_2_kernel0",1278009916,2584722,1,28,32,56,1,2,206,2816,0
"fused_nn_conv2d_add_nn_relu_5_kernel0",1280595822,3327,1,4,64,28,1,8,16,0,0
"fused_nn_conv2d_1_kernel0",1280599981,3583,1,4,64,28,1,8,16,0,0
"fused_nn_conv2d_add_2_kernel0",1280604524,2657414,1,7,64,14,1,8,254,11264,0
"fused_add_nn_relu_2_kernel0",1283262898,44664,256,1,1,1024,1,1,32,0,0
"fused_nn_conv2d_add_nn_relu_4_kernel0",1283308426,2690240,1,7,64,14,1,8,254,11264,0
"fused_nn_conv2d_add_add_nn_relu_1_kernel0",1285999722,2649096,1,7,64,14,1,8,178,5632,0
"fused_nn_conv2d_add_nn_relu_3_kernel0",1288649745,3032776,1,2,128,14,1,8,255,26560,0
"fused_nn_conv2d_2_kernel0",1291683673,281169,1,2,128,14,1,8,234,26560,0
"fused_nn_conv2d_add_1_kernel0",1291965738,3681275,1,2,128,14,1,8,254,10368,0
"fused_add_nn_relu_1_kernel0",1295648357,23228,256,1,1,1024,1,1,32,0,0
"fused_nn_conv2d_add_nn_relu_2_kernel0",1295672481,3770893,1,2,128,14,1,8,254,10368,0
"fused_nn_conv2d_add_add_nn_relu_kernel0",1299444717,3534100,1,2,128,14,1,8,254,10368,0
"fused_nn_conv2d_add_nn_relu_1_kernel0",1302980161,2928473,1,1,256,7,1,8,255,14912,0
"fused_nn_conv2d_3_kernel0",1305910009,339272,1,1,256,7,1,8,168,14912,0
"fused_nn_conv2d_add_kernel0",1306250241,4226592,1,1,512,7,1,4,168,2592,0
"fused_add_nn_relu_kernel0",1310477761,14238,256,1,1,1024,1,1,30,0,0
"fused_nn_conv2d_add_nn_relu_kernel0",1310492831,4230816,1,1,512,7,1,4,168,2592,0
"fused_nn_conv2d_add_multiply_add_nn_relu_kernel0",1314724575,4209539,1,1,512,7,1,4,168,2592,0
"fused_nn_global_avg_pool2d_kernel0",1318935138,19293,64,4,1,8,8,1,31,0,0
"fused_nn_batch_flatten_kernel0",1318955262,4288,16,1,1,1024,1,1,30,0,0
"fused_nn_dense_add_kernel0",1318960478,109422,1000,32,1,64,1,1,32,520,0
"fused_nn_softmax_kernel0",1319070828,21308,32,1,1,32,1,1,96,0,0
