Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory
fused_add_10_kernel0,1272396088,108775,256,1,1,1024,1,1,32,0,0
fused_nn_conv2d_add_nn_relu_7_kernel0,1272506079,6339475,4,28,64,28,1,8,95,10008,0
fused_nn_max_pool2d_add_nn_relu_kernel0,1278847314,353815,6272,1,1,1024,1,1,26,0,0
fused_nn_conv2d_add_nn_relu_6_kernel0,1279202057,2031169,1,28,32,56,1,2,254,5632,0
fused_nn_conv2d_kernel0,1281236554,240496,1,28,32,56,1,2,127,5632,0
fused_nn_conv2d_add_3_kernel0,1281479418,2056867,1,28,32,56,1,2,240,5632,0
fused_add_nn_relu_3_kernel0,1283537597,130344,256,1,1,1024,1,1,26,0,0
fused_nn_conv2d_add_nn_relu_6_kernel0,1283668837,2043202,1,28,32,56,1,2,254,5632,0
fused_nn_conv2d_add_add_nn_relu_2_kernel0,1285715207,2045827,1,28,32,56,1,2,206,2816,0
fused_nn_conv2d_add_nn_relu_5_kernel0,1287762154,3520,1,4,64,28,1,8,16,0,0
fused_nn_conv2d_1_kernel0,1287766570,3520,1,4,64,28,1,8,16,0,0
fused_nn_conv2d_add_2_kernel0,1287770890,2227662,1,7,64,14,1,8,254,11264,0
fused_add_nn_relu_2_kernel0,1289999384,40323,256,1,1,1024,1,1,32,0,0
fused_nn_conv2d_add_nn_relu_4_kernel0,1290042875,2246223,1,7,64,14,1,8,254,11264,0
fused_nn_conv2d_add_add_nn_relu_1_kernel0,1292290090,2222349,1,7,64,14,1,8,178,5632,0
fused_nn_conv2d_add_nn_relu_3_kernel0,1294513368,2650344,1,2,128,14,1,8,255,26560,0
fused_nn_conv2d_2_kernel0,1297165152,228239,1,2,128,14,1,8,234,26560,0
fused_nn_conv2d_add_1_kernel0,1297394639,3059459,1,2,128,14,1,8,254,10368,0
fused_add_nn_relu_1_kernel0,1300455410,23873,256,1,1,1024,1,1,32,0,0
fused_nn_conv2d_add_nn_relu_2_kernel0,1300480116,3022624,1,2,128,14,1,8,254,10368,0
fused_nn_conv2d_add_add_nn_relu_kernel0,1303503988,2775441,1,2,128,14,1,8,254,10368,0
fused_nn_conv2d_add_nn_relu_1_kernel0,1306280453,2761935,1,1,256,7,1,8,255,14912,0
fused_nn_conv2d_3_kernel0,1309043220,348183,1,1,256,7,1,8,168,14912,0
fused_nn_conv2d_add_kernel0,1309392267,3202860,1,1,512,7,1,4,168,2592,0
fused_add_nn_relu_kernel0,1312596087,11681,256,1,1,1024,1,1,30,0,0
fused_nn_conv2d_add_nn_relu_kernel0,1312608760,3387063,1,1,512,7,1,4,168,2592,0
fused_nn_conv2d_add_multiply_add_nn_relu_kernel0,1315996655,3288754,1,1,512,7,1,4,168,2592,0
fused_nn_global_avg_pool2d_kernel0,1319286337,15680,64,4,1,8,8,1,31,0,0
fused_nn_batch_flatten_kernel0,1319302914,4544,16,1,1,1024,1,1,30,0,0
fused_nn_dense_add_kernel0,1319308386,67364,1000,32,1,64,1,1,32,520,0
fused_nn_softmax_kernel0,1319376646,20866,32,1,1,32,1,1,96,0,0
,,47001424,,,,,,,,,
