Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory
fused_add_10_kernel0,884976262,155228,16,1,1,1024,1,1,32,0,0
fused_nn_conv2d_add_nn_relu_7_kernel0,885136743,20726208,16,1,1,28,1,8,95,10008,0
fused_nn_max_pool2d_add_nn_relu_kernel0,905868781,508991,16,1,1,1024,1,1,26,0,0
fused_nn_conv2d_add_nn_relu_6_kernel0,906379726,7301407,16,1,1,56,1,2,254,5632,0
fused_nn_conv2d_kernel0,913686675,955166,16,1,1,56,1,2,127,5632,0
fused_nn_conv2d_add_3_kernel0,914643923,7331614,16,1,1,56,1,2,240,5632,0
fused_add_nn_relu_3_kernel0,921978612,181815,16,1,1,1024,1,1,26,0,0
fused_nn_conv2d_add_nn_relu_6_kernel0,922162989,7283245,16,1,1,56,1,2,254,5632,0
fused_nn_conv2d_add_add_nn_relu_2_kernel0,929449790,146995,16,1,1,56,1,2,206,2816,0
fused_nn_conv2d_add_nn_relu_5_kernel0,929598931,3236,16,1,1,28,1,8,16,0,0
fused_nn_conv2d_1_kernel0,929605370,3235,16,1,1,28,1,8,16,0,0
fused_nn_conv2d_add_2_kernel0,929611392,7537100,16,1,1,14,1,8,254,11264,0
fused_add_nn_relu_2_kernel0,937150382,58363,16,1,1,1024,1,1,32,0,0
fused_nn_conv2d_add_nn_relu_4_kernel0,937212076,7498373,16,1,1,14,1,8,254,11264,0
fused_nn_conv2d_add_add_nn_relu_1_kernel0,944713236,282940,16,1,1,14,1,8,178,5632,0
fused_nn_conv2d_add_nn_relu_3_kernel0,944997937,8123577,16,1,1,14,1,8,255,26560,0
fused_nn_conv2d_2_kernel0,953123468,545667,16,1,1,14,1,8,234,26560,0
fused_nn_conv2d_add_1_kernel0,953673908,7965722,16,1,1,14,1,8,254,10368,0
fused_add_nn_relu_1_kernel0,961642962,31935,16,1,1,1024,1,1,32,0,0
fused_nn_conv2d_add_nn_relu_2_kernel0,961680055,8442328,16,1,1,14,1,8,254,10368,0
fused_nn_conv2d_add_add_nn_relu_kernel0,970126131,6594394,16,1,1,14,1,8,254,10368,0
fused_nn_conv2d_add_nn_relu_1_kernel0,976723920,10201566,16,1,1,7,1,8,255,14912,0
fused_nn_conv2d_3_kernel0,986927312,896804,16,1,1,7,1,8,168,14912,0
fused_nn_conv2d_add_kernel0,987827607,27027220,16,1,1,7,1,4,168,2592,0
fused_add_nn_relu_kernel0,1014857614,22710,16,1,1,1024,1,1,30,0,0
fused_nn_conv2d_add_nn_relu_kernel0,1014882727,26966614,16,1,1,7,1,4,168,2592,0
fused_nn_conv2d_add_multiply_add_nn_relu_kernel0,1041852384,27122451,16,1,1,7,1,4,168,2592,0
fused_nn_global_avg_pool2d_kernel0,1068975668,48208,16,1,1,8,8,1,31,0,0
fused_nn_batch_flatten_kernel0,1069024709,3524,16,1,1,1024,1,1,30,0,0
fused_nn_dense_add_kernel0,1069029066,1456629,16,1,1,64,1,1,32,520,0
fused_nn_softmax_kernel0,1070486560,21494,16,1,1,32,1,1,96,0,0
,,185531792,,,,,,,,,
