Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory
"fused_add_10_kernel0",905793535,116240,40,1,1,1024,1,1,32,0,0
"fused_nn_conv2d_add_nn_relu_7_kernel0",905912720,8458118,40,1,1,28,1,8,95,10008,0
"fused_nn_max_pool2d_add_nn_relu_kernel0",914373079,383124,40,1,1,1024,1,1,26,0,0
"fused_nn_conv2d_add_nn_relu_6_kernel0",914761900,3512257,40,1,1,56,1,2,254,5632,0
"fused_nn_conv2d_kernel0",918280398,739845,40,1,1,56,1,2,127,5632,0
"fused_nn_conv2d_add_3_kernel0",919022099,3075590,40,1,1,56,1,2,240,5632,0
"fused_add_nn_relu_3_kernel0",922100377,100942,40,1,1,1024,1,1,26,0,0
"fused_nn_conv2d_add_nn_relu_6_kernel0",922207464,3041985,40,1,1,56,1,2,254,5632,0
"fused_nn_conv2d_add_add_nn_relu_2_kernel0",925252841,149685,40,1,1,56,1,2,206,2816,0
"fused_nn_conv2d_add_nn_relu_5_kernel0",925405022,3072,40,1,1,28,1,8,16,0,0
"fused_nn_conv2d_1_kernel0",925411007,3072,40,1,1,28,1,8,16,0,0
"fused_nn_conv2d_add_2_kernel0",925416927,3143727,40,1,1,14,1,8,254,11264,0
"fused_add_nn_relu_2_kernel0",928562319,42981,40,1,1,1024,1,1,32,0,0
"fused_nn_conv2d_add_nn_relu_4_kernel0",928608661,3132237,40,1,1,14,1,8,254,11264,0
"fused_nn_conv2d_add_add_nn_relu_1_kernel0",931742882,285255,40,1,1,14,1,8,178,5632,0
"fused_nn_conv2d_add_nn_relu_3_kernel0",932030473,3620624,40,1,1,14,1,8,255,26560,0
"fused_nn_conv2d_2_kernel0",935653434,904380,40,1,1,14,1,8,234,26560,0
"fused_nn_conv2d_add_1_kernel0",936559542,3858129,40,1,1,14,1,8,254,10368,0
"fused_add_nn_relu_1_kernel0",940419911,24643,40,1,1,1024,1,1,32,0,0
"fused_nn_conv2d_add_nn_relu_2_kernel0",940447691,3883411,40,1,1,14,1,8,254,10368,0
"fused_nn_conv2d_add_add_nn_relu_kernel0",944334047,2958997,40,1,1,14,1,8,254,10368,0
"fused_nn_conv2d_add_nn_relu_1_kernel0",947296149,4301965,40,1,1,7,1,8,255,14912,0
"fused_nn_conv2d_3_kernel0",951599554,457215,40,1,1,7,1,8,168,14912,0
"fused_nn_conv2d_add_kernel0",952059809,10484637,40,1,1,7,1,4,168,2592,0
"fused_add_nn_relu_kernel0",962547582,14914,40,1,1,1024,1,1,30,0,0
"fused_nn_conv2d_add_nn_relu_kernel0",962566113,10348425,40,1,1,7,1,4,168,2592,0
"fused_nn_conv2d_add_multiply_add_nn_relu_kernel0",972917579,10323110,40,1,1,7,1,4,168,2592,0
"fused_nn_global_avg_pool2d_kernel0",983242801,25539,40,1,1,8,8,1,31,0,0
"fused_nn_batch_flatten_kernel0",983271349,3552,16,1,1,1024,1,1,30,0,0
"fused_nn_dense_add_kernel0",983278166,591473,40,1,1,64,1,1,32,520,0
"fused_nn_softmax_kernel0",983872103,18627,32,1,1,32,1,1,96,0,0
