Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory
fused_add_10_kernel0,1338871883,74949,256,1,1,1024,1,1,32,0,0
fused_nn_conv2d_add_nn_relu_7_kernel0,1338965201,3261104,4,28,64,28,1,8,95,10008,0
fused_nn_max_pool2d_add_nn_relu_kernel0,1345338887,208526,6272,1,1,1024,1,1,26,0,0
fused_nn_conv2d_add_nn_relu_6_kernel0,1345723584,1072325,1,28,32,56,1,2,254,5632,0
fused_nn_conv2d_kernel0,1347641178,196077,1,28,32,56,1,2,127,5632,0
fused_nn_conv2d_add_3_kernel0,1347920524,1096102,1,28,32,56,1,2,240,5632,0
fused_add_nn_relu_3_kernel0,1349869736,92967,256,1,1,1024,1,1,26,0,0
fused_nn_conv2d_add_nn_relu_6_kernel0,1349963727,1073572,1,28,32,56,1,2,254,5632,0
fused_nn_conv2d_add_add_nn_relu_2_kernel0,1351882985,1187724,1,28,32,56,1,2,206,2816,0
fused_nn_conv2d_add_nn_relu_5_kernel0,1353840678,4064,1,4,64,28,1,8,16,0,0
fused_nn_conv2d_1_kernel0,1353845766,3968,1,4,64,28,1,8,16,0,0
fused_nn_conv2d_add_2_kernel0,1353850631,1291762,1,7,64,14,1,8,254,11264,0
fused_add_nn_relu_2_kernel0,1355875240,69092,256,1,1,1024,1,1,32,0,0
fused_nn_conv2d_add_nn_relu_4_kernel0,1355945132,1400825,1,7,64,14,1,8,254,11264,0
fused_nn_conv2d_add_add_nn_relu_1_kernel0,1358040754,1490143,1,7,64,14,1,8,178,5632,0
fused_nn_conv2d_add_nn_relu_3_kernel0,1360220509,1701708,1,2,128,14,1,8,255,26560,0
fused_nn_conv2d_2_kernel0,1362382823,303987,1,2,128,14,1,8,234,26560,0
fused_nn_conv2d_add_1_kernel0,1362687706,1230127,1,2,128,14,1,8,254,10368,0
fused_add_nn_relu_1_kernel0,1364362405,39938,256,1,1,1024,1,1,32,0,0
fused_nn_conv2d_add_nn_relu_2_kernel0,1364403207,1789043,1,2,128,14,1,8,254,10368,0
fused_nn_conv2d_add_add_nn_relu_kernel0,1366285696,1953084,1,2,128,14,1,8,254,10368,0
fused_nn_conv2d_add_nn_relu_1_kernel0,1368435721,2057859,1,1,256,7,1,8,255,14912,0
fused_nn_conv2d_3_kernel0,1370494764,711662,1,1,256,7,1,8,168,14912,0
fused_nn_conv2d_add_kernel0,1371207290,2831509,1,1,512,7,1,4,168,2592,0
fused_add_nn_relu_kernel0,1374039855,13344,256,1,1,1024,1,1,30,0,0
fused_nn_conv2d_add_nn_relu_kernel0,1374054031,2914906,1,1,512,7,1,4,168,2592,0
fused_nn_conv2d_add_multiply_add_nn_relu_kernel0,1376969993,3422394,1,1,512,7,1,4,168,2592,0
fused_nn_global_avg_pool2d_kernel0,1380393348,17185,64,4,1,8,8,1,31,0,0
fused_nn_batch_flatten_kernel0,1380411429,5056,16,1,1,1024,1,1,30,0,0
fused_nn_dense_add_kernel0,1380417445,75909,1000,32,1,64,1,1,32,520,0
fused_nn_softmax_kernel0,1380494218,22626,32,1,1,32,1,1,96,0,0
,,41644961,,,,,,,,,
