Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory
fused_add_10_kernel0,877118531,75313,256,1,1,1024,1,1,32,0,0
fused_nn_conv2d_add_nn_relu_7_kernel0,877213144,2767973,4,28,64,28,1,8,95,10008,0
fused_nn_max_pool2d_add_nn_relu_kernel0,882624712,205901,6272,1,1,1024,1,1,26,0,0
fused_nn_conv2d_add_nn_relu_6_kernel0,883005692,916843,1,28,32,56,1,2,254,5632,0
fused_nn_conv2d_kernel0,884637670,154914,1,28,32,56,1,2,127,5632,0
fused_nn_conv2d_add_3_kernel0,884871449,954132,1,28,32,56,1,2,240,5632,0
fused_add_nn_relu_3_kernel0,886525832,94645,256,1,1,1024,1,1,26,0,0
fused_nn_conv2d_add_nn_relu_6_kernel0,886629087,898920,1,28,32,56,1,2,254,5632,0
fused_nn_conv2d_add_add_nn_relu_2_kernel0,888246950,992764,1,28,32,56,1,2,206,2816,0
fused_nn_conv2d_add_nn_relu_5_kernel0,889925274,4225,1,4,64,28,1,8,16,0,0
fused_nn_conv2d_1_kernel0,889931739,3425,1,4,64,28,1,8,16,0,0
fused_nn_conv2d_add_2_kernel0,889940925,1088594,1,7,64,14,1,8,254,11264,0
fused_add_nn_relu_2_kernel0,891637077,69936,256,1,1,1024,1,1,32,0,0
fused_nn_conv2d_add_nn_relu_4_kernel0,891709637,1184039,1,7,64,14,1,8,254,11264,0
fused_nn_conv2d_add_add_nn_relu_1_kernel0,893481262,1234706,1,7,64,14,1,8,178,5632,0
fused_nn_conv2d_add_nn_relu_3_kernel0,895339114,1442047,1,2,128,14,1,8,255,26560,0
fused_nn_conv2d_2_kernel0,897181442,250392,1,2,128,14,1,8,234,26560,0
fused_nn_conv2d_add_1_kernel0,897434874,1007104,1,2,128,14,1,8,254,10368,0
fused_add_nn_relu_1_kernel0,898845875,36552,256,1,1,1024,1,1,32,0,0
fused_nn_conv2d_add_nn_relu_2_kernel0,898886300,1339273,1,2,128,14,1,8,254,10368,0
fused_nn_conv2d_add_add_nn_relu_kernel0,900511108,1423964,1,2,128,14,1,8,254,10368,0
fused_nn_conv2d_add_nn_relu_1_kernel0,902185847,1724767,1,1,256,7,1,8,255,14912,0
fused_nn_conv2d_3_kernel0,903913591,686264,1,1,256,7,1,8,168,14912,0
fused_nn_conv2d_add_kernel0,904601967,2161407,1,1,512,7,1,4,168,2592,0
fused_add_nn_relu_kernel0,906765359,13219,256,1,1,1024,1,1,30,0,0
fused_nn_conv2d_add_nn_relu_kernel0,906782067,2601536,1,1,512,7,1,4,168,2592,0
fused_nn_conv2d_add_multiply_add_nn_relu_kernel0,909386388,2511341,1,1,512,7,1,4,168,2592,0
fused_nn_global_avg_pool2d_kernel0,911899361,19716,64,4,1,8,8,1,31,0,0
fused_nn_batch_flatten_kernel0,911923334,4673,16,1,1,1024,1,1,30,0,0
fused_nn_dense_add_kernel0,911930760,89011,1000,32,1,64,1,1,32,520,0
fused_nn_softmax_kernel0,912022332,19877,32,1,1,32,1,1,96,0,0
,,34923678,,,,,,,,,
