Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory
fused_add_10_kernel0,459905159,22559,256,1,1,1024,1,1,26,0,0
fused_nn_conv2d_add_nn_relu_7_kernel0,459928774,1317536,4,28,16,28,1,8,71,5004,0
fused_nn_max_pool2d_add_nn_relu_kernel0,461247302,58271,1568,1,1,1024,1,1,18,0,0
fused_nn_conv2d_add_nn_relu_6_kernel0,461306469,541907,1,28,8,56,1,2,200,2816,0
fused_nn_conv2d_kernel0,461849272,83166,1,28,8,56,1,2,128,2816,0
fused_nn_conv2d_add_3_kernel0,461933430,546195,1,28,8,56,1,2,200,2816,0
fused_add_nn_relu_3_kernel0,462480553,21695,256,1,1,1024,1,1,30,0,0
fused_nn_conv2d_add_nn_relu_6_kernel0,462503176,522740,1,28,8,56,1,2,200,2816,0
fused_nn_conv2d_add_add_nn_relu_2_kernel0,463026812,551730,1,28,8,56,1,2,200,2816,0
fused_nn_conv2d_add_nn_relu_5_kernel0,463579534,607089,1,4,16,28,1,8,255,24928,0
fused_nn_conv2d_1_kernel0,464187551,83711,1,4,16,28,1,8,168,24928,0
fused_nn_conv2d_add_2_kernel0,464272094,760013,1,7,16,14,1,8,178,5632,0
fused_add_nn_relu_2_kernel0,465033067,11392,256,1,1,1024,1,1,19,0,0
fused_nn_conv2d_add_nn_relu_4_kernel0,465045323,758542,1,7,16,14,1,8,178,5632,0
fused_nn_conv2d_add_add_nn_relu_1_kernel0,465804761,768173,1,7,16,14,1,8,178,5632,0
fused_nn_conv2d_add_nn_relu_3_kernel0,466573926,893066,1,2,32,14,1,8,231,13280,0
fused_nn_conv2d_2_kernel0,467467888,73535,1,2,32,14,1,8,168,13280,0
fused_nn_conv2d_add_1_kernel0,467542479,614385,1,2,32,14,1,8,168,5184,0
fused_add_nn_relu_1_kernel0,468157824,8128,256,1,1,1024,1,1,16,0,0
fused_nn_conv2d_add_nn_relu_2_kernel0,468166848,612369,1,2,32,14,1,8,168,5184,0
fused_nn_conv2d_add_add_nn_relu_kernel0,468780273,613553,1,2,32,14,1,8,168,5184,0
fused_nn_conv2d_add_nn_relu_1_kernel0,469394786,841740,1,1,64,7,1,8,255,7456,0
fused_nn_conv2d_3_kernel0,470237550,97438,1,1,64,7,1,8,168,7456,0
fused_nn_conv2d_add_kernel0,470335980,1257345,1,1,128,7,1,4,128,1296,0
fused_add_nn_relu_kernel0,471594189,6592,196,1,1,1024,1,1,16,0,0
fused_nn_conv2d_add_nn_relu_kernel0,471601677,1256162,1,1,128,7,1,4,128,1296,0
fused_nn_conv2d_add_multiply_add_nn_relu_kernel0,472858767,1260001,1,1,128,7,1,4,128,1296,0
fused_nn_global_avg_pool2d_kernel0,474119888,6848,64,1,1,8,8,1,30,0,0
fused_nn_batch_flatten_kernel0,474127760,3840,4,1,1,1024,1,1,16,0,0
fused_nn_dense_add_kernel0,474132560,20160,1000,8,1,64,1,1,27,260,0
fused_nn_softmax_kernel0,474153743,20288,8,1,1,32,1,1,56,0,0
,14268872,,,,,,,,,,
