Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory
"fused_add_10_kernel0",614130554,20287,256,1,1,1024,1,1,26,0,0
"fused_nn_conv2d_add_nn_relu_7_kernel0",614151705,681008,4,28,16,28,1,8,71,5004,0
"fused_nn_max_pool2d_add_nn_relu_kernel0",614833769,49470,1568,1,1,1024,1,1,18,0,0
"fused_nn_conv2d_add_nn_relu_6_kernel0",614884231,367415,1,28,8,56,1,2,200,2816,0
"fused_nn_conv2d_kernel0",615252542,47071,1,28,8,56,1,2,128,2816,0
"fused_nn_conv2d_add_3_kernel0",615300509,373367,1,28,8,56,1,2,200,2816,0
"fused_add_nn_relu_3_kernel0",615674836,19584,256,1,1,1024,1,1,30,0,0
"fused_nn_conv2d_add_nn_relu_6_kernel0",615695348,349847,1,28,8,56,1,2,200,2816,0
"fused_nn_conv2d_add_add_nn_relu_2_kernel0",616046219,371607,1,28,8,56,1,2,200,2816,0
"fused_nn_conv2d_add_nn_relu_5_kernel0",616418818,317945,1,4,16,28,1,8,255,24928,0
"fused_nn_conv2d_1_kernel0",616737755,50334,1,4,16,28,1,8,168,24928,0
"fused_nn_conv2d_add_2_kernel0",616789017,408727,1,7,16,14,1,8,178,5632,0
"fused_add_nn_relu_2_kernel0",617198672,9023,256,1,1,1024,1,1,19,0,0
"fused_nn_conv2d_add_nn_relu_4_kernel0",617208463,398934,1,7,16,14,1,8,178,5632,0
"fused_nn_conv2d_add_add_nn_relu_1_kernel0",617608229,399383,1,7,16,14,1,8,178,5632,0
"fused_nn_conv2d_add_nn_relu_3_kernel0",618008668,844555,1,2,32,14,1,8,231,13280,0
"fused_nn_conv2d_2_kernel0",618854087,54111,1,2,32,14,1,8,168,13280,0
"fused_nn_conv2d_add_1_kernel0",618908998,548595,1,2,32,14,1,8,168,5184,0
"fused_add_nn_relu_1_kernel0",619458585,6080,256,1,1,1024,1,1,16,0,0
"fused_nn_conv2d_add_nn_relu_2_kernel0",619465561,548563,1,2,32,14,1,8,168,5184,0
"fused_nn_conv2d_add_add_nn_relu_kernel0",620015116,546930,1,2,32,14,1,8,168,5184,0
"fused_nn_conv2d_add_nn_relu_1_kernel0",620563102,759086,1,1,64,7,1,8,255,7456,0
"fused_nn_conv2d_3_kernel0",621323116,93053,1,1,64,7,1,8,168,7456,0
"fused_nn_conv2d_add_kernel0",621417193,1201187,1,1,128,7,1,4,128,1296,0
"fused_add_nn_relu_kernel0",622619308,6304,196,1,1,1024,1,1,16,0,0
"fused_nn_conv2d_add_nn_relu_kernel0",622626476,1197923,1,1,128,7,1,4,128,1296,0
"fused_nn_conv2d_add_multiply_add_nn_relu_kernel0",623825199,1198979,1,1,128,7,1,4,128,1296,0
"fused_nn_global_avg_pool2d_kernel0",625025266,5152,64,1,1,8,8,1,30,0,0
"fused_nn_batch_flatten_kernel0",625031442,3840,4,1,1,1024,1,1,16,0,0
"fused_nn_dense_add_kernel0",625036242,20032,1000,8,1,64,1,1,27,260,0
"fused_nn_softmax_kernel0",625057138,20319,8,1,1,32,1,1,56,0,0
