Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory
"fused_add_10_kernel0",552238687,248960,30000,1,1,1024,1,1,28,4,0
"fused_nn_conv2d_add_nn_relu_7_kernel0",552488543,2682756,30000,1,1,28,1,8,71,5008,0
"fused_nn_max_pool2d_add_nn_relu_kernel0",555172259,392941,30000,1,1,1024,1,1,21,4,0
"fused_nn_conv2d_add_nn_relu_6_kernel0",555565968,1321365,30000,1,1,56,1,2,208,2820,0
"fused_nn_conv2d_kernel0",556888325,198054,30000,1,1,56,1,2,119,2820,0
"fused_nn_conv2d_add_3_kernel0",557087179,1397195,30000,1,1,56,1,2,168,2820,0
"fused_add_nn_relu_3_kernel0",558485270,259646,30000,1,1,1024,1,1,24,4,0
"fused_nn_conv2d_add_nn_relu_6_kernel0",558745684,1312790,30000,1,1,56,1,2,208,2820,0
"fused_nn_conv2d_add_add_nn_relu_2_kernel0",560059370,1335155,30000,1,1,56,1,2,208,2820,0
"fused_nn_conv2d_add_nn_relu_5_kernel0",561395453,1218562,30000,1,1,28,1,8,255,24932,0
"fused_nn_conv2d_1_kernel0",562614783,397901,30000,1,1,28,1,8,168,24932,0
"fused_nn_conv2d_add_2_kernel0",563013484,1261180,30000,1,1,14,1,8,226,5636,0
"fused_add_nn_relu_2_kernel0",564275592,232098,30000,1,1,1024,1,1,32,4,0
"fused_nn_conv2d_add_nn_relu_4_kernel0",564508650,1256765,30000,1,1,14,1,8,224,5636,0
"fused_nn_conv2d_add_add_nn_relu_1_kernel0",565766343,1261500,30000,1,1,14,1,8,226,5636,0
"fused_nn_conv2d_add_nn_relu_3_kernel0",567028643,1527931,30000,1,1,14,1,8,197,13284,0
"fused_nn_conv2d_2_kernel0",568557438,191111,30000,1,1,14,1,8,155,13284,0
"fused_nn_conv2d_add_1_kernel0",568749445,1218626,30000,1,1,14,1,8,128,5188,0
"fused_add_nn_relu_1_kernel0",569969031,216868,30000,1,1,1024,1,1,29,4,0
"fused_nn_conv2d_add_nn_relu_2_kernel0",570186763,1790327,30000,1,1,14,1,8,168,5188,0
"fused_nn_conv2d_add_add_nn_relu_kernel0",571978050,1797336,30000,1,1,14,1,8,168,5188,0
"fused_nn_conv2d_add_nn_relu_1_kernel0",573776186,1513084,30000,1,1,7,1,8,255,7460,0
"fused_nn_conv2d_3_kernel0",575290230,196710,30000,1,1,7,1,8,168,7460,0
"fused_nn_conv2d_add_kernel0",575487740,2451299,30000,1,1,7,1,4,165,1300,0
"fused_add_nn_relu_kernel0",577939967,208357,30000,1,1,1024,1,1,24,4,0
"fused_nn_conv2d_add_nn_relu_kernel0",578149347,2140395,30000,1,1,7,1,4,165,1300,0
"fused_nn_conv2d_add_multiply_add_nn_relu_kernel0",580290574,2521561,30000,1,1,7,1,4,151,1300,0
"fused_nn_global_avg_pool2d_kernel0",582813063,55001,30000,1,1,8,8,1,30,4,0
"fused_nn_batch_flatten_kernel0",582869024,201574,30000,1,1,1024,1,1,16,4,0
"fused_nn_dense_add_kernel0",583071622,108145,30000,1,1,64,1,1,31,264,0
"fused_nn_softmax_kernel0",583180663,54042,30000,1,1,32,1,1,72,4,0
