Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory
fused_add_10_kernel0,413404519,68704,256,1,1,1024,1,1,22,0,0
fused_nn_conv2d_add_nn_relu_7_kernel0,413474215,6263457,4,28,64,28,1,8,71,5004,0
fused_nn_max_pool2d_add_nn_relu_kernel0,419738568,239104,6272,1,1,1024,1,1,18,0,0
fused_nn_conv2d_add_nn_relu_6_kernel0,419978472,2497216,1,28,32,56,1,2,200,2816,0
fused_nn_conv2d_kernel0,422476520,294368,1,28,32,56,1,2,128,2816,0
fused_nn_conv2d_add_3_kernel0,422771784,2533889,1,28,32,56,1,2,200,2816,0
fused_add_nn_relu_3_kernel0,425306632,86592,256,1,1,1024,1,1,22,0,0
fused_nn_conv2d_add_nn_relu_6_kernel0,425394184,2476449,1,28,32,56,1,2,200,2816,0
fused_nn_conv2d_add_add_nn_relu_2_kernel0,427871497,2552000,1,28,32,56,1,2,200,2816,0
fused_nn_conv2d_add_nn_relu_5_kernel0,430424553,2369376,1,4,64,28,1,8,255,24928,0
fused_nn_conv2d_1_kernel0,432794825,297089,1,4,64,28,1,8,168,24928,0
fused_nn_conv2d_add_2_kernel0,433092874,2634336,1,7,64,14,1,8,178,5632,0
fused_add_nn_relu_2_kernel0,435728234,39296,256,1,1,1024,1,1,32,0,0
fused_nn_conv2d_add_nn_relu_4_kernel0,435768490,2659936,1,7,64,14,1,8,178,5632,0
fused_nn_conv2d_add_add_nn_relu_1_kernel0,438429386,2625600,1,7,64,14,1,8,178,5632,0
fused_nn_conv2d_add_nn_relu_3_kernel0,441055850,3509537,1,2,128,14,1,8,231,13280,0
fused_nn_conv2d_2_kernel0,444566251,255456,1,2,128,14,1,8,168,13280,0
fused_nn_conv2d_add_1_kernel0,444822635,2381728,1,2,128,14,1,8,168,5184,0
fused_add_nn_relu_1_kernel0,447205355,22592,256,1,1,1024,1,1,30,0,0
fused_nn_conv2d_add_nn_relu_2_kernel0,447228747,2366848,1,2,128,14,1,8,168,5184,0
fused_nn_conv2d_add_add_nn_relu_kernel0,449596459,2367616,1,2,128,14,1,8,168,5184,0
fused_nn_conv2d_add_nn_relu_1_kernel0,451964907,2502945,1,1,256,7,1,8,255,7456,0
fused_nn_conv2d_3_kernel0,454468748,323168,1,1,256,7,1,8,168,7456,0
fused_nn_conv2d_add_kernel0,454792748,2719840,1,1,512,7,1,4,128,1296,0
fused_add_nn_relu_kernel0,457513452,12224,256,1,1,1024,1,1,19,0,0
fused_nn_conv2d_add_nn_relu_kernel0,457526668,2715040,1,1,512,7,1,4,128,1296,0
fused_nn_conv2d_add_multiply_add_nn_relu_kernel0,460242668,2721313,1,1,512,7,1,4,128,1296,0
fused_nn_global_avg_pool2d_kernel0,462964845,15680,64,4,1,8,8,1,30,0,0
fused_nn_batch_flatten_kernel0,462981293,3808,16,1,1,1024,1,1,16,0,0
fused_nn_dense_add_kernel0,462986093,74720,1000,32,1,64,1,1,27,260,0
fused_nn_softmax_kernel0,463061677,20479,32,1,1,32,1,1,56,0,0
,49677637,,,,,,,,,,
