Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory
"fused_add_10_kernel0",638007253,204140,30000,1,1,1024,1,1,28,4,0
"fused_nn_conv2d_add_nn_relu_7_kernel0",638212417,4819072,30000,1,1,28,1,8,71,5008,0
"fused_nn_max_pool2d_add_nn_relu_kernel0",643032417,293347,30000,1,1,1024,1,1,21,4,0
"fused_nn_conv2d_add_nn_relu_6_kernel0",643326627,2468075,30000,1,1,56,1,2,208,2820,0
"fused_nn_conv2d_kernel0",645795758,272228,30000,1,1,56,1,2,119,2820,0
"fused_nn_conv2d_add_3_kernel0",646068946,2380180,30000,1,1,56,1,2,168,2820,0
"fused_add_nn_relu_3_kernel0",648450150,208747,30000,1,1,1024,1,1,24,4,0
"fused_nn_conv2d_add_nn_relu_6_kernel0",648659857,2455595,30000,1,1,56,1,2,208,2820,0
"fused_nn_conv2d_add_add_nn_relu_2_kernel0",651116412,2495304,30000,1,1,56,1,2,208,2820,0
"fused_nn_conv2d_add_nn_relu_5_kernel0",653612612,2058483,30000,1,1,28,1,8,255,24932,0
"fused_nn_conv2d_1_kernel0",655672087,311297,30000,1,1,28,1,8,168,24932,0
"fused_nn_conv2d_add_2_kernel0",655984440,2366292,30000,1,1,14,1,8,226,5636,0
"fused_add_nn_relu_2_kernel0",658351660,192909,30000,1,1,1024,1,1,32,4,0
"fused_nn_conv2d_add_nn_relu_4_kernel0",658545401,2353910,30000,1,1,14,1,8,224,5636,0
"fused_nn_conv2d_add_add_nn_relu_1_kernel0",660900431,2369747,30000,1,1,14,1,8,226,5636,0
"fused_nn_conv2d_add_nn_relu_3_kernel0",663271074,2979640,30000,1,1,14,1,8,197,13284,0
"fused_nn_conv2d_2_kernel0",666251674,248487,30000,1,1,14,1,8,155,13284,0
"fused_nn_conv2d_add_1_kernel0",666501057,2200485,30000,1,1,14,1,8,128,5188,0
"fused_add_nn_relu_1_kernel0",668702502,185997,30000,1,1,1024,1,1,29,4,0
"fused_nn_conv2d_add_nn_relu_2_kernel0",668889555,2297404,30000,1,1,14,1,8,168,5188,0
"fused_nn_conv2d_add_add_nn_relu_kernel0",671187951,2520293,30000,1,1,14,1,8,168,5188,0
"fused_nn_conv2d_add_nn_relu_1_kernel0",673709588,2597789,30000,1,1,7,1,8,255,7460,0
"fused_nn_conv2d_3_kernel0",676308337,267365,30000,1,1,7,1,8,168,7460,0
"fused_nn_conv2d_add_kernel0",676576694,3719822,30000,1,1,7,1,4,165,1300,0
"fused_add_nn_relu_kernel0",680297572,182350,30000,1,1,1024,1,1,24,4,0
"fused_nn_conv2d_add_nn_relu_kernel0",680480882,3834467,30000,1,1,7,1,4,165,1300,0
"fused_nn_conv2d_add_multiply_add_nn_relu_kernel0",684316276,3938328,30000,1,1,7,1,4,151,1300,0
"fused_nn_global_avg_pool2d_kernel0",688255500,54267,30000,1,1,8,8,1,30,4,0
"fused_nn_batch_flatten_kernel0",688310631,177710,30000,1,1,1024,1,1,16,4,0
"fused_nn_dense_add_kernel0",688489429,102806,30000,1,1,64,1,1,31,264,0
"fused_nn_softmax_kernel0",688593226,53756,30000,1,1,32,1,1,72,4,0
