Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory
"fused_add_10_kernel0",514021302,238429,40000,1,1,1024,1,1,28,4,0
"fused_nn_conv2d_add_nn_relu_7_kernel0",514260754,11899225,40000,1,1,28,1,8,71,5008,0
"fused_nn_max_pool2d_add_nn_relu_kernel0",526161034,577653,40000,1,1,1024,1,1,21,4,0
"fused_nn_conv2d_add_nn_relu_6_kernel0",526739550,5902173,40000,1,1,56,1,2,208,2820,0
"fused_nn_conv2d_kernel0",532642683,636557,40000,1,1,56,1,2,119,2820,0
"fused_nn_conv2d_add_3_kernel0",533280167,5610404,40000,1,1,56,1,2,168,2820,0
"fused_add_nn_relu_3_kernel0",538891594,240828,40000,1,1,1024,1,1,24,4,0
"fused_nn_conv2d_add_nn_relu_6_kernel0",539133381,5885160,40000,1,1,56,1,2,208,2820,0
"fused_nn_conv2d_add_add_nn_relu_2_kernel0",545019437,5932776,40000,1,1,56,1,2,208,2820,0
"fused_nn_conv2d_add_nn_relu_5_kernel0",550953236,4699955,40000,1,1,28,1,8,255,24932,0
"fused_nn_conv2d_1_kernel0",555654086,592235,40000,1,1,28,1,8,168,24932,0
"fused_nn_conv2d_add_2_kernel0",556247408,5765275,40000,1,1,14,1,8,226,5636,0
"fused_add_nn_relu_2_kernel0",562013674,230274,40000,1,1,1024,1,1,32,4,0
"fused_nn_conv2d_add_nn_relu_4_kernel0",562244972,5654438,40000,1,1,14,1,8,224,5636,0
"fused_nn_conv2d_add_add_nn_relu_1_kernel0",567900273,5749797,40000,1,1,14,1,8,226,5636,0
"fused_nn_conv2d_add_nn_relu_3_kernel0",573651062,6142744,40000,1,1,14,1,8,197,13284,0
"fused_nn_conv2d_2_kernel0",579794861,507461,40000,1,1,14,1,8,155,13284,0
"fused_nn_conv2d_add_1_kernel0",580303249,4451389,40000,1,1,14,1,8,128,5188,0
"fused_add_nn_relu_1_kernel0",584755502,226373,40000,1,1,1024,1,1,29,4,0
"fused_nn_conv2d_add_nn_relu_2_kernel0",584982771,5004738,40000,1,1,14,1,8,168,5188,0
"fused_nn_conv2d_add_add_nn_relu_kernel0",589988500,5015259,40000,1,1,14,1,8,168,5188,0
"fused_nn_conv2d_add_nn_relu_1_kernel0",595004814,5314959,40000,1,1,7,1,8,255,7460,0
"fused_nn_conv2d_3_kernel0",600320700,555396,40000,1,1,7,1,8,168,7460,0
"fused_nn_conv2d_add_kernel0",600876992,7291686,40000,1,1,7,1,4,165,1300,0
"fused_add_nn_relu_kernel0",608169638,223591,40000,1,1,1024,1,1,24,4,0
"fused_nn_conv2d_add_nn_relu_kernel0",608394060,7267128,40000,1,1,7,1,4,165,1300,0
"fused_nn_conv2d_add_multiply_add_nn_relu_kernel0",615662083,7265049,40000,1,1,7,1,4,151,1300,0
"fused_nn_global_avg_pool2d_kernel0",622928123,71216,40000,1,1,8,8,1,30,4,0
"fused_nn_batch_flatten_kernel0",623000170,219530,40000,1,1,1024,1,1,16,4,0
"fused_nn_dense_add_kernel0",623220596,253554,40000,1,1,64,1,1,31,264,0
"fused_nn_softmax_kernel0",623475205,70768,40000,1,1,32,1,1,72,4,0
